patch.id,cell.id,imageid,X_centroid,Y_centroid,CN_label,tu.det_benign
1037575_cell_214,cell_214,1037575,71943,68953,CN06,0.33579934
1037575_cell_489,cell_489,1037575,78120,64855,CN04,0.2371402
1037575_cell_632,cell_632,1037575,75559,63287,CN04,0.2364362
1037575_cell_639,cell_639,1037575,75783,63063,CN04,0.2816578
1037575_cell_647,cell_647,1037575,76007,63287,CN04,0.37328213
1037575_cell_819,cell_819,1037575,80744,62070,CN06,0.4353255
1037575_cell_889,cell_889,1037575,84872,60245,CN07,0.2070947
1037575_cell_1117,cell_1117,1037575,76712,56340,CN06,0.28365326
1037575_cell_1127,cell_1127,1037575,76936,55668,CN05,0.2229091
1037575_cell_1132,cell_1132,1037575,76936,56788,CN04,0.3088951
1037575_cell_1171,cell_1171,1037575,77608,57684,CN01,0.889679536
1037575_cell_1180,cell_1180,1037575,77832,57908,CN01,0.8393098
1037575_cell_1189,cell_1189,1037575,78056,58132,CN01,0.270442
1037575_cell_1264,cell_1264,1037575,82440,55956,CN04,0.4997782
1037575_cell_1284,cell_1284,1037575,82664,55956,CN04,0.2239597
1037575_cell_1322,cell_1322,1037575,83112,57300,CN01,0.39515567
1037575_cell_1638,cell_1638,1037575,79208,52787,CN06,0.4059081
1037575_cell_1884,cell_1884,1037575,71143,51250,CN04,0.26605475
1037575_cell_1887,cell_1887,1037575,71367,50578,CN04,0.3750263
1037575_cell_1923,cell_1923,1037575,64294,49970,CN08,0.25099015
1037575_cell_2086,cell_2086,1037575,65030,47857,CN04,0.22459006
1037575_cell_2114,cell_2114,1037575,66919,47633,CN04,0.4630867
1037575_cell_2186,cell_2186,1037575,68135,49617,CN01,0.6031409
1037575_cell_2190,cell_2190,1037575,68359,49617,CN06,0.2318989
1037575_cell_2211,cell_2211,1037575,69255,48049,CN04,0.25883013
1037575_cell_2212,cell_2212,1037575,69255,48273,CN04,0.25039077
1037575_cell_2233,cell_2233,1037575,69703,48273,CN04,0.3360188
1037575_cell_2811,cell_2811,1037575,90377,42319,CN04,0.20916665
1037575_cell_3009,cell_3009,1037575,66982,43726,CN09,0.2994331
1037575_cell_3014,cell_3014,1037575,67206,43278,CN05,0.61392888
1037575_cell_3040,cell_3040,1037575,68326,42382,CN04,0.63355765
1037575_cell_3041,cell_3041,1037575,68326,42606,CN04,0.52548668
1037575_cell_3098,cell_3098,1037575,35299,40334,CN10,0.34569895
1037575_cell_3255,cell_3255,1037575,89577,38510,CN06,0.2201969
1037575_cell_3599,cell_3599,1037575,54341,36813,CN04,0.2255305
1037575_cell_3847,cell_3847,1037575,76839,36397,CN07,0.2388589
1037575_cell_3870,cell_3870,1037575,77287,35949,CN04,0.2384867
1037575_cell_3928,cell_3928,1037575,78855,36621,CN08,0.22305113
1037575_cell_3938,cell_3938,1037575,79079,37293,CN04,0.26743585
1037575_cell_4259,cell_4259,1037575,81736,34828,CN01,0.2838872
1037575_cell_4260,cell_4260,1037575,81736,35052,CN07,0.23643285
1037575_cell_4348,cell_4348,1037575,82184,35276,CN07,0.36186576
1037575_cell_4349,cell_4349,1037575,82184,36844,CN08,0.2278898
1037575_cell_4390,cell_4390,1037575,82408,35500,CN07,0.38048947
1037575_cell_4394,cell_4394,1037575,82408,37068,CN07,0.307102
1037575_cell_4449,cell_4449,1037575,82856,37068,CN07,0.30866814
1037575_cell_4450,cell_4450,1037575,82856,37292,CN04,0.22166777
1037575_cell_4538,cell_4538,1037575,83528,38412,CN04,0.2502844
1037575_cell_4543,cell_4543,1037575,83528,39532,CN03,0.3159096
1037575_cell_4544,cell_4544,1037575,83528,39756,CN03,0.21873367
1037575_cell_4546,cell_4546,1037575,83528,40204,CN07,0.2720312
1037575_cell_4568,cell_4568,1037575,83752,38188,CN04,0.27941567
1037575_cell_4574,cell_4574,1037575,83752,39532,CN03,0.2249722
1037575_cell_4575,cell_4575,1037575,83752,39756,CN03,0.22089654
1037575_cell_4576,cell_4576,1037575,83752,39980,CN08,0.285517
1037575_cell_4577,cell_4577,1037575,83752,40204,CN08,0.23556757
1037575_cell_4618,cell_4618,1037575,83976,39756,CN08,0.44761467
1037575_cell_4619,cell_4619,1037575,83976,39980,CN03,0.4376007
1037575_cell_4620,cell_4620,1037575,83976,40204,CN08,0.5753731
1037575_cell_4621,cell_4621,1037575,83976,40428,CN08,0.3082448
1037575_cell_4662,cell_4662,1037575,84200,39756,CN08,0.4269534
1037575_cell_4663,cell_4663,1037575,84200,39980,CN08,0.21499527
1037575_cell_4667,cell_4667,1037575,84200,40876,CN07,0.31920195
1037575_cell_4707,cell_4707,1037575,84424,39756,CN04,0.2872435
1037575_cell_4713,cell_4713,1037575,84424,41100,CN08,0.2394653
1037575_cell_4761,cell_4761,1037575,84648,41324,CN08,0.2731944
1037575_cell_4790,cell_4790,1037575,84872,37292,CN04,0.4324382
1037575_cell_4833,cell_4833,1037575,85096,37740,CN01,0.29864776
1037575_cell_4853,cell_4853,1037575,85096,42220,CN04,0.3015376
1037575_cell_4949,cell_4949,1037575,85768,38188,CN01,0.39273256
1037575_cell_4981,cell_4981,1037575,85992,38188,CN09,0.3831146
1037575_cell_5448,cell_5448,1037575,23714,32363,CN10,0.6376174
1037575_cell_5453,cell_5453,1037575,23938,32587,CN04,0.3093211
1037575_cell_5645,cell_5645,1037575,40036,31787,CN04,0.36880785
1037575_cell_5650,cell_5650,1037575,40260,32011,CN04,0.21458995
1037575_cell_5690,cell_5690,1037575,89801,33355,CN05,0.2163132
1037575_cell_5693,cell_5693,1037575,89801,34027,CN04,0.60185894
1037575_cell_5696,cell_5696,1037575,90025,30667,CN05,0.3430789
1037575_cell_5698,cell_5698,1037575,90025,31115,CN04,0.35141987
1037575_cell_5707,cell_5707,1037575,90025,33131,CN04,0.25330526
1037575_cell_5708,cell_5708,1037575,90025,33355,CN03,0.41851497
1037575_cell_5711,cell_5711,1037575,90025,34027,CN04,0.34172654
1037575_cell_5715,cell_5715,1037575,90249,30891,CN01,0.3668545
1037575_cell_5718,cell_5718,1037575,90249,31563,CN04,0.3466679
1037575_cell_5721,cell_5721,1037575,90249,32235,CN06,0.30279195
1037575_cell_5723,cell_5723,1037575,90249,32683,CN01,0.41183573
1037575_cell_5738,cell_5738,1037575,90473,32459,CN01,0.41342205
1037575_cell_5740,cell_5740,1037575,90473,32907,CN01,0.60688117
1037575_cell_5746,cell_5746,1037575,90697,31115,CN05,0.2207757
1037575_cell_5926,cell_5926,1037575,21826,30538,CN05,0.56794158
1037575_cell_5929,cell_5929,1037575,22050,30314,CN01,0.2284709
1037575_cell_5934,cell_5934,1037575,22274,30538,CN01,0.43096805
1037575_cell_5935,cell_5935,1037575,22274,30762,CN07,0.28754026
1037575_cell_5997,cell_5997,1037575,77672,30218,CN04,0.2219804
1037575_cell_6042,cell_6042,1037575,79240,31786,CN04,0.3926052
1037575_cell_6048,cell_6048,1037575,79464,31786,CN09,0.4565811
1037575_cell_6066,cell_6066,1037575,17153,29706,CN04,0.2806346
1037575_cell_6664,cell_6664,1037575,46980,28105,CN04,0.33441305
1037575_cell_6702,cell_6702,1037575,48324,29001,CN04,0.2423187
1037575_cell_6715,cell_6715,1037575,48772,29449,CN04,0.49558634
1037575_cell_6722,cell_6722,1037575,48772,31241,CN07,0.2022463
1037575_cell_6729,cell_6729,1037575,48996,30345,CN04,0.47995144
1037575_cell_6734,cell_6734,1037575,48996,31465,CN07,0.2309617
1037575_cell_6757,cell_6757,1037575,49668,32361,CN04,0.2390954
1037575_cell_6791,cell_6791,1037575,51012,32809,CN04,0.30085135
1037575_cell_6864,cell_6864,1037575,59462,26857,CN04,0.36108536
1037575_cell_6879,cell_6879,1037575,59910,26185,CN06,0.4504099
1037575_cell_6883,cell_6883,1037575,59910,27081,CN04,0.63985187
1037575_cell_7056,cell_7056,1037575,81608,26665,CN06,0.4905794
1037575_cell_7058,cell_7058,1037575,81608,27113,CN01,0.3469846
1037575_cell_7059,cell_7059,1037575,81608,27337,CN01,0.29328424
1037575_cell_7079,cell_7079,1037575,81832,27337,CN04,0.280586
1037575_cell_7080,cell_7080,1037575,81832,27561,CN05,0.2395261
1037575_cell_7092,cell_7092,1037575,82056,25993,CN01,0.26296777
1037575_cell_7097,cell_7097,1037575,82056,27113,CN06,0.44516253
1037575_cell_7098,cell_7098,1037575,82056,27337,CN06,0.4996178
1037575_cell_7111,cell_7111,1037575,82280,26889,CN06,0.51131034
1037575_cell_7112,cell_7112,1037575,82280,27113,CN06,0.6847962
1037575_cell_7548,cell_7548,1037575,95690,23304,CN07,0.2452908
1037575_cell_7714,cell_7714,1037575,27586,24328,CN10,0.28378946
1037575_cell_7854,cell_7854,1037575,94537,21927,CN09,0.28549314
1037575_cell_8111,cell_8111,1037575,31523,27015,CN04,0.30253834
1037575_cell_8126,cell_8126,1037575,31747,26567,CN06,0.31979495
1037575_cell_8147,cell_8147,1037575,31971,27015,CN05,0.205327
1037575_cell_8148,cell_8148,1037575,31971,27239,CN06,0.2386868
1037575_cell_8167,cell_8167,1037575,32195,27239,CN06,0.3720253
1037575_cell_8190,cell_8190,1037575,32419,27463,CN05,0.3722223
1037575_cell_8212,cell_8212,1037575,32643,26791,CN04,0.414777
1037575_cell_8244,cell_8244,1037575,32867,27239,CN05,0.41796184
1037575_cell_8362,cell_8362,1037575,33763,27463,CN10,0.31818926
1037575_cell_8715,cell_8715,1037575,93705,21383,CN04,0.2242158
1037575_cell_8956,cell_8956,1037575,27906,20263,CN04,0.2531923
1037575_cell_8961,cell_8961,1037575,28130,20039,CN05,0.2797471
1037575_cell_8985,cell_8985,1037575,93865,19623,CN06,0.2744842
1037575_cell_9087,cell_9087,1037575,95274,18790,CN04,0.33561045
1037575_cell_9823,cell_9823,1037575,98506,16229,CN04,0.36467505
1037575_cell_10047,cell_10047,1037575,81736,14277,CN01,0.3830856
1037575_cell_10061,cell_10061,1037575,82184,14053,CN01,0.36526734
1037575_cell_10082,cell_10082,1037575,82632,15173,CN04,0.20998514
1037575_cell_10088,cell_10088,1037575,82856,14949,CN01,0.32196486
1037575_cell_10574,cell_10574,1037575,80648,12036,CN06,0.24115145
1037575_cell_10738,cell_10738,1037575,49957,10979,CN04,0.48882955
1037575_cell_10754,cell_10754,1037575,50629,10307,CN04,0.20540917
1037575_cell_10844,cell_10844,1037575,96778,11235,CN04,0.38050675
1037575_cell_10858,cell_10858,1037575,97226,9443,CN04,0.5136338
1037575_cell_10861,cell_10861,1037575,97226,10115,CN07,0.4285115
1037575_cell_10864,cell_10864,1037575,97226,10787,CN04,0.50708684
1037575_cell_10956,cell_10956,1037575,99690,15939,CN06,0.20421195
1037575_cell_11503,cell_11503,1037575,11553,7842,CN04,0.2222281
1037575_cell_11520,cell_11520,1037575,12001,7394,CN06,0.3419122
1037575_cell_11524,cell_11524,1037575,12225,6946,CN07,0.243884
1037575_cell_11592,cell_11592,1037575,57285,3905,CN01,0.84402923
1037575_cell_11593,cell_11593,1037575,57285,4129,CN01,0.68348515
1037575_cell_11594,cell_11594,1037575,57285,4353,CN07,0.2675003
1037575_cell_12487,cell_12487,1037575,5664,14944,CN04,0.2832388
1037575_cell_12587,cell_12587,1037575,5888,14720,CN04,0.28492194
1037575_cell_12588,cell_12588,1037575,5888,14944,CN04,0.4511038
1037575_cell_12592,cell_12592,1037575,5888,15840,CN06,0.36538035
1037575_cell_12601,cell_12601,1037575,5888,17856,CN04,0.24623215
1037575_cell_12683,cell_12683,1037575,6112,12256,CN06,0.6025666
1037575_cell_12684,cell_12684,1037575,6112,12480,CN06,0.70699745
1037575_cell_12696,cell_12696,1037575,6112,15168,CN04,0.41278607
1037575_cell_12795,cell_12795,1037575,6336,13152,CN04,0.2529438
1037575_cell_12803,cell_12803,1037575,6336,14944,CN05,0.3807144
1037575_cell_13159,cell_13159,1037575,7008,17184,CN07,0.2099876
1037575_cell_13160,cell_13160,1037575,7008,17408,CN06,0.27942795
1037575_cell_13284,cell_13284,1037575,7232,16736,CN01,0.24437714
1037575_cell_13286,cell_13286,1037575,7232,17184,CN04,0.2876758
1037575_cell_13288,cell_13288,1037575,7232,17632,CN08,0.67138883
1037575_cell_13384,cell_13384,1037575,7456,11136,CN01,0.33417827
1037575_cell_13409,cell_13409,1037575,7456,16736,CN04,0.2758231
1037575_cell_13411,cell_13411,1037575,7456,17184,CN04,0.2466367
1037575_cell_13413,cell_13413,1037575,7456,17632,CN04,0.26709217
1037575_cell_13632,cell_13632,1037575,7904,10912,CN01,0.4076148
1037575_cell_13750,cell_13750,1037575,8128,10912,CN06,0.58232424
1037575_cell_13751,cell_13751,1037575,8128,11136,CN06,0.31465155
1037575_cell_13862,cell_13862,1037575,8352,10688,CN04,0.2106033
1037575_cell_14101,cell_14101,1037575,8800,10016,CN04,0.41018647
1037575_cell_14235,cell_14235,1037575,9024,11136,CN04,0.48021394
1037575_cell_14283,cell_14283,1037575,9024,23232,CN01,0.5094302
1037575_cell_14285,cell_14285,1037575,9024,23680,CN04,0.35899764
1037575_cell_14306,cell_14306,1037575,9024,29728,CN05,0.2119329
1037575_cell_14366,cell_14366,1037575,9248,11136,CN04,0.2549626
1037575_cell_14433,cell_14433,1037575,9248,29952,CN06,0.4398707
1037575_cell_14555,cell_14555,1037575,9472,29952,CN06,0.3099386
1037575_cell_14789,cell_14789,1037575,9920,30400,CN01,0.4596312
1037575_cell_14790,cell_14790,1037575,9920,30624,CN04,0.32684916
1037575_cell_14834,cell_14834,1037575,10144,8448,CN04,0.44432783
1037575_cell_16256,cell_16256,1037575,13280,44064,CN04,0.37968856
1037575_cell_16472,cell_16472,1037575,13952,20544,CN04,0.33565587
1037575_cell_16553,cell_16553,1037575,14176,18976,CN04,0.2982027
1037575_cell_16555,cell_16555,1037575,14176,19424,CN06,0.393955
1037575_cell_16556,cell_16556,1037575,14176,19648,CN04,0.4644719
1037575_cell_16583,cell_16583,1037575,14176,37568,CN05,0.56826565
1037575_cell_16640,cell_16640,1037575,14400,19424,CN04,0.3595367
1037575_cell_16840,cell_16840,1037575,14848,18304,CN05,0.4555008
1037575_cell_16844,cell_16844,1037575,14848,19200,CN04,0.2450599
1037575_cell_16847,cell_16847,1037575,14848,19872,CN06,0.380958
1037575_cell_16853,cell_16853,1037575,14848,21216,CN04,0.46673733
1037575_cell_16864,cell_16864,1037575,14848,23680,CN07,0.81808652
1037575_cell_16865,cell_16865,1037575,14848,23904,CN08,0.22980124
1037575_cell_16866,cell_16866,1037575,14848,24128,CN01,0.7119225
1037575_cell_16867,cell_16867,1037575,14848,24352,CN01,0.86645599
1037575_cell_16868,cell_16868,1037575,14848,24576,CN01,0.93199772
1037575_cell_16869,cell_16869,1037575,14848,24800,CN01,0.938149884
1037575_cell_16870,cell_16870,1037575,14848,25024,CN01,0.90676172
1037575_cell_16871,cell_16871,1037575,14848,25248,CN01,0.941290803
1037575_cell_16872,cell_16872,1037575,14848,25472,CN01,0.5577856
1037575_cell_16873,cell_16873,1037575,14848,25696,CN01,0.886902265
1037575_cell_16874,cell_16874,1037575,14848,25920,CN01,0.879964165
1037575_cell_16875,cell_16875,1037575,14848,26144,CN01,0.84869821
1037575_cell_16876,cell_16876,1037575,14848,26368,CN01,0.78162834
1037575_cell_16877,cell_16877,1037575,14848,26592,CN01,0.6709381
1037575_cell_16946,cell_16946,1037575,15072,18976,CN04,0.26851976
1037575_cell_16954,cell_16954,1037575,15072,20768,CN05,0.21542585
1037575_cell_16955,cell_16955,1037575,15072,20992,CN04,0.23825854
1037575_cell_16966,cell_16966,1037575,15072,23456,CN07,0.952746473
1037575_cell_16981,cell_16981,1037575,15072,26816,CN01,0.71891975
1037575_cell_17048,cell_17048,1037575,15296,18976,CN04,0.29967004
1037575_cell_17050,cell_17050,1037575,15296,19424,CN06,0.3917018
1037575_cell_17054,cell_17054,1037575,15296,20320,CN05,0.35924214
1037575_cell_17067,cell_17067,1037575,15296,23232,CN05,0.3491743
1037575_cell_17068,cell_17068,1037575,15296,23456,CN01,0.92838083
1037575_cell_17084,cell_17084,1037575,15296,27040,CN07,0.87723457
1037575_cell_17085,cell_17085,1037575,15296,27264,CN05,0.3287152
1037575_cell_17148,cell_17148,1037575,15520,18976,CN06,0.27314097
1037575_cell_17153,cell_17153,1037575,15520,20096,CN05,0.38841987
1037575_cell_17166,cell_17166,1037575,15520,23008,CN10,0.75670052
1037575_cell_17167,cell_17167,1037575,15520,23232,CN05,0.64169866
1037575_cell_17168,cell_17168,1037575,15520,23456,CN01,0.87594733
1037575_cell_17185,cell_17185,1037575,15520,27264,CN01,0.73783106
1037575_cell_17250,cell_17250,1037575,15744,19424,CN05,0.310082
1037575_cell_17266,cell_17266,1037575,15744,23008,CN07,0.931271754
1037575_cell_17267,cell_17267,1037575,15744,23232,CN01,0.94334934
1037575_cell_17286,cell_17286,1037575,15744,27488,CN01,0.73600328
1037575_cell_17363,cell_17363,1037575,15968,20768,CN04,0.74881968
1037575_cell_17373,cell_17373,1037575,15968,23008,CN01,0.85779913
1037575_cell_17393,cell_17393,1037575,15968,27488,CN01,0.6347011
1037575_cell_17456,cell_17456,1037575,16192,17856,CN04,0.36078876
1037575_cell_17461,cell_17461,1037575,16192,18976,CN06,0.53915948
1037575_cell_17468,cell_17468,1037575,16192,20544,CN04,0.5966283
1037575_cell_17473,cell_17473,1037575,16192,21664,CN05,0.3655342
1037575_cell_17479,cell_17479,1037575,16192,23008,CN07,0.887326345
1037575_cell_17484,cell_17484,1037575,16192,24128,CN01,0.85712452
1037575_cell_17485,cell_17485,1037575,16192,24352,CN01,0.93644782
1037575_cell_17499,cell_17499,1037575,16192,27488,CN05,0.52690357
1037575_cell_17580,cell_17580,1037575,16416,21440,CN05,0.2238651
1037575_cell_17585,cell_17585,1037575,16416,22560,CN07,0.92043315
1037575_cell_17586,cell_17586,1037575,16416,22784,CN01,0.968540944
1037575_cell_17592,cell_17592,1037575,16416,24128,CN06,0.3404613
1037575_cell_17593,cell_17593,1037575,16416,24352,CN05,0.52490047
1037575_cell_17594,cell_17594,1037575,16416,24576,CN01,0.92667347
1037575_cell_17595,cell_17595,1037575,16416,24800,CN01,0.905996695
1037575_cell_17607,cell_17607,1037575,16416,27488,CN01,0.364349
1037575_cell_17682,cell_17682,1037575,16640,19648,CN04,0.70703706
1037575_cell_17684,cell_17684,1037575,16640,20096,CN04,0.7307145
1037575_cell_17691,cell_17691,1037575,16640,21664,CN01,0.82350984
1037575_cell_17692,cell_17692,1037575,16640,21888,CN07,0.50697336
1037575_cell_17693,cell_17693,1037575,16640,22112,CN01,0.79477575
1037575_cell_17694,cell_17694,1037575,16640,22336,CN01,0.69385675
1037575_cell_17695,cell_17695,1037575,16640,22560,CN01,0.96463922
1037575_cell_17701,cell_17701,1037575,16640,23904,CN01,0.92126527
1037575_cell_17702,cell_17702,1037575,16640,24128,CN05,0.27773887
1037575_cell_17706,cell_17706,1037575,16640,25024,CN01,0.73545495
1037575_cell_17717,cell_17717,1037575,16640,27488,CN01,0.60353133
1037575_cell_17791,cell_17791,1037575,16864,19424,CN04,0.4939206
1037575_cell_17792,cell_17792,1037575,16864,19648,CN04,0.63683355
1037575_cell_17801,cell_17801,1037575,16864,21664,CN01,0.962526496
1037575_cell_17802,cell_17802,1037575,16864,21888,CN07,0.957673807
1037575_cell_17803,cell_17803,1037575,16864,22112,CN01,0.97525146
1037575_cell_17804,cell_17804,1037575,16864,22336,CN01,0.962590557
1037575_cell_17805,cell_17805,1037575,16864,22560,CN06,0.72109953
1037575_cell_17806,cell_17806,1037575,16864,22784,CN01,0.952620573
1037575_cell_17810,cell_17810,1037575,16864,23680,CN07,0.87310496
1037575_cell_17817,cell_17817,1037575,16864,25248,CN01,0.68387485
1037575_cell_17827,cell_17827,1037575,16864,27488,CN01,0.7247083
1037575_cell_17894,cell_17894,1037575,17088,19424,CN04,0.6594498
1037575_cell_17896,cell_17896,1037575,17088,19872,CN06,0.51799837
1037575_cell_17899,cell_17899,1037575,17088,20544,CN07,0.2684294
1037575_cell_17900,cell_17900,1037575,17088,20768,CN10,0.28441495
1037575_cell_17901,cell_17901,1037575,17088,20992,CN07,0.23205423
1037575_cell_17905,cell_17905,1037575,17088,21888,CN07,0.6264228
1037575_cell_17906,cell_17906,1037575,17088,22112,CN01,0.77695495
1037575_cell_17907,cell_17907,1037575,17088,22336,CN01,0.93534421
1037575_cell_17908,cell_17908,1037575,17088,22560,CN01,0.52293205
1037575_cell_17909,cell_17909,1037575,17088,22784,CN01,0.94266758
1037575_cell_17910,cell_17910,1037575,17088,23008,CN01,0.89773774
1037575_cell_17912,cell_17912,1037575,17088,23456,CN01,0.91312408
1037575_cell_17913,cell_17913,1037575,17088,23680,CN04,0.2560991
1037575_cell_17921,cell_17921,1037575,17088,25472,CN05,0.6941741
1037575_cell_17922,cell_17922,1037575,17088,25696,CN07,0.81079619
1037575_cell_17930,cell_17930,1037575,17088,27488,CN01,0.70184776
1037575_cell_18012,cell_18012,1037575,17312,23008,CN01,0.81721334
1037575_cell_18013,cell_18013,1037575,17312,23232,CN01,0.902958445
1037575_cell_18014,cell_18014,1037575,17312,23456,CN01,0.53845114
1037575_cell_18031,cell_18031,1037575,17312,27264,CN07,0.83361608
1037575_cell_18032,cell_18032,1037575,17312,27488,CN05,0.47646743
1037575_cell_18103,cell_18103,1037575,17536,20096,CN04,0.5059203
1037575_cell_18129,cell_18129,1037575,17536,25920,CN05,0.90873757
1037575_cell_18135,cell_18135,1037575,17536,27264,CN01,0.88281598
1037575_cell_18211,cell_18211,1037575,17760,20320,CN05,0.2494224
1037575_cell_18229,cell_18229,1037575,17760,25920,CN04,0.85412693
1037575_cell_18230,cell_18230,1037575,17760,26144,CN01,0.91676226
1037575_cell_18235,cell_18235,1037575,17760,27264,CN01,0.88730234
1037575_cell_18310,cell_18310,1037575,17984,19648,CN04,0.2715656
1037575_cell_18328,cell_18328,1037575,17984,26144,CN07,0.72550985
1037575_cell_18329,cell_18329,1037575,17984,26368,CN01,0.9393407
1037575_cell_18330,cell_18330,1037575,17984,26592,CN01,0.89636324
1037575_cell_18331,cell_18331,1037575,17984,26816,CN01,0.81758916
1037575_cell_18332,cell_18332,1037575,17984,27040,CN01,0.89798786
1037575_cell_18333,cell_18333,1037575,17984,27264,CN07,0.7126746
1037575_cell_18407,cell_18407,1037575,18208,19872,CN10,0.2594325
1037575_cell_18408,cell_18408,1037575,18208,20096,CN10,0.2652176
1037575_cell_18410,cell_18410,1037575,18208,20544,CN04,0.4069085
1037575_cell_18425,cell_18425,1037575,18208,26816,CN04,0.2163994
1037575_cell_18426,cell_18426,1037575,18208,27040,CN04,0.35419405
1037575_cell_18504,cell_18504,1037575,18432,19648,CN01,0.64666602
1037575_cell_18508,cell_18508,1037575,18432,20544,CN07,0.22930104
1037575_cell_18604,cell_18604,1037575,18656,19424,CN01,0.6400205
1037575_cell_18605,cell_18605,1037575,18656,19648,CN01,0.948882844
1037575_cell_18606,cell_18606,1037575,18656,19872,CN01,0.959221322
1037575_cell_18610,cell_18610,1037575,18656,20768,CN04,0.3186781
1037575_cell_18613,cell_18613,1037575,18656,21440,CN04,0.2367389
1037575_cell_18707,cell_18707,1037575,18880,19872,CN04,0.41793185
1037575_cell_18712,cell_18712,1037575,18880,20992,CN04,0.47403187
1037575_cell_18715,cell_18715,1037575,18880,21664,CN01,0.37287116
1037575_cell_18811,cell_18811,1037575,19104,20992,CN04,0.4107874
1037575_cell_18816,cell_18816,1037575,19104,22112,CN06,0.4554296
1037575_cell_18902,cell_18902,1037575,19328,19648,CN07,0.45094377
1037575_cell_18903,cell_18903,1037575,19328,19872,CN04,0.7069273
1037575_cell_18904,cell_18904,1037575,19328,20096,CN10,0.52939603
1037575_cell_18919,cell_18919,1037575,19328,23456,CN06,0.3854455
1037575_cell_18963,cell_18963,1037575,19328,47424,CN04,0.2283327
1037575_cell_19008,cell_19008,1037575,19552,19872,CN04,0.55802616
1037575_cell_19009,cell_19009,1037575,19552,20096,CN07,0.4816761
1037575_cell_19010,cell_19010,1037575,19552,20320,CN07,0.2049378
1037575_cell_19085,cell_19085,1037575,19552,50784,CN04,0.2919095
1037575_cell_19116,cell_19116,1037575,19776,19648,CN10,0.72043568
1037575_cell_19117,cell_19117,1037575,19776,19872,CN04,0.6164338
1037575_cell_19118,cell_19118,1037575,19776,20096,CN04,0.459104
1037575_cell_19119,cell_19119,1037575,19776,20320,CN04,0.24988335
1037575_cell_19133,cell_19133,1037575,19776,23456,CN04,0.3902974
1037575_cell_19189,cell_19189,1037575,19776,50560,CN04,0.21329796
1037575_cell_19192,cell_19192,1037575,19776,51232,CN04,0.4523909
1037575_cell_19224,cell_19224,1037575,20000,19872,CN01,0.94543369
1037575_cell_19225,cell_19225,1037575,20000,20096,CN01,0.93751528
1037575_cell_19230,cell_19230,1037575,20000,21440,CN04,0.33208585
1037575_cell_19231,cell_19231,1037575,20000,21664,CN04,0.3080203
1037575_cell_19233,cell_19233,1037575,20000,22112,CN06,0.26718676
1037575_cell_19234,cell_19234,1037575,20000,22336,CN06,0.29665893
1037575_cell_19235,cell_19235,1037575,20000,22560,CN06,0.28722984
1037575_cell_19334,cell_19334,1037575,20224,19872,CN04,0.23871666
1037575_cell_19335,cell_19335,1037575,20224,20096,CN07,0.4237352
1037575_cell_19344,cell_19344,1037575,20224,22560,CN06,0.3969077
1037575_cell_19345,cell_19345,1037575,20224,22784,CN05,0.28540474
1037575_cell_19444,cell_19444,1037575,20448,19424,CN10,0.6800297
1037575_cell_19446,cell_19446,1037575,20448,19872,CN04,0.448306
1037575_cell_19448,cell_19448,1037575,20448,20320,CN08,0.2070727
1037575_cell_19505,cell_19505,1037575,20448,47648,CN04,0.2047414
1037575_cell_19550,cell_19550,1037575,20672,19200,CN04,0.2232392
1037575_cell_19551,cell_19551,1037575,20672,19424,CN04,0.44719166
1037575_cell_19552,cell_19552,1037575,20672,19648,CN01,0.952297807
1037575_cell_19553,cell_19553,1037575,20672,19872,CN01,0.84887014
1037575_cell_19554,cell_19554,1037575,20672,20096,CN07,0.50694013
1037575_cell_19652,cell_19652,1037575,20896,18976,CN07,0.61323434
1037575_cell_19653,cell_19653,1037575,20896,19200,CN01,0.85828982
1037575_cell_19654,cell_19654,1037575,20896,19424,CN01,0.91952201
1037575_cell_19655,cell_19655,1037575,20896,19648,CN01,0.93293125
1037575_cell_19656,cell_19656,1037575,20896,19872,CN01,0.91266522
1037575_cell_19751,cell_19751,1037575,21120,17184,CN07,0.2325986
1037575_cell_19752,cell_19752,1037575,21120,17408,CN07,0.24031246
1037575_cell_19759,cell_19759,1037575,21120,18976,CN01,0.4032636
1037575_cell_19760,cell_19760,1037575,21120,19200,CN01,0.95450795
1037575_cell_19761,cell_19761,1037575,21120,19424,CN01,0.96856009
1037575_cell_19762,cell_19762,1037575,21120,19648,CN01,0.89540945
1037575_cell_19763,cell_19763,1037575,21120,19872,CN01,0.87840982
1037575_cell_19764,cell_19764,1037575,21120,20096,CN10,0.2149173
1037575_cell_19822,cell_19822,1037575,21120,48544,CN04,0.65059042
1037575_cell_19856,cell_19856,1037575,21344,17184,CN01,0.9358047
1037575_cell_19857,cell_19857,1037575,21344,17408,CN01,0.944241434
1037575_cell_19858,cell_19858,1037575,21344,17632,CN01,0.9223665
1037575_cell_19859,cell_19859,1037575,21344,17856,CN01,0.84200647
1037575_cell_19860,cell_19860,1037575,21344,18080,CN01,0.51412627
1037575_cell_19862,cell_19862,1037575,21344,18528,CN07,0.3702378
1037575_cell_19863,cell_19863,1037575,21344,18752,CN01,0.69589087
1037575_cell_19864,cell_19864,1037575,21344,18976,CN01,0.91170281
1037575_cell_19865,cell_19865,1037575,21344,19200,CN01,0.87791205
1037575_cell_19866,cell_19866,1037575,21344,19424,CN01,0.83349
