patch.id,cell.id,imageid,X_centroid,Y_centroid,CN_label,tu.det_benign
1037575_cell_29354,cell_29354,1037575,41728,49888,CN03,0.82332964
1037575_cell_29355,cell_29355,1037575,41728,50112,CN04,0.81834789
1037575_cell_29356,cell_29356,1037575,41728,50336,CN04,0.84624825
1037575_cell_29357,cell_29357,1037575,41728,50560,CN07,0.7287751
1037575_cell_29358,cell_29358,1037575,41728,50784,CN08,0.83698456
1037575_cell_29359,cell_29359,1037575,41728,51008,CN08,0.75595433
1037575_cell_29360,cell_29360,1037575,41728,51232,CN04,0.68656677
1037575_cell_29361,cell_29361,1037575,41728,51456,CN07,0.64970428
1037575_cell_29362,cell_29362,1037575,41728,51680,CN08,0.3167923
1037575_cell_29363,cell_29363,1037575,41728,51904,CN04,0.56506166
1037575_cell_29364,cell_29364,1037575,41728,52128,CN07,0.8896564
1037575_cell_29365,cell_29365,1037575,41728,52352,CN04,0.86481816
1037575_cell_29366,cell_29366,1037575,41728,52576,CN08,0.804679
1037575_cell_29367,cell_29367,1037575,41728,52800,CN04,0.80024919
1037575_cell_29368,cell_29368,1037575,41728,53024,CN04,0.86625533
1037575_cell_29369,cell_29369,1037575,41728,53248,CN07,0.85077807
1037575_cell_29370,cell_29370,1037575,41728,53472,CN08,0.76617248
1037575_cell_29371,cell_29371,1037575,41728,53696,CN08,0.82606098
1037575_cell_29372,cell_29372,1037575,41728,53920,CN08,0.84406057
1037575_cell_29373,cell_29373,1037575,41728,54144,CN04,0.903497115
1037575_cell_29374,cell_29374,1037575,41728,54368,CN04,0.83627222
1037575_cell_29377,cell_29377,1037575,41728,55040,CN04,0.72361887
1037575_cell_29378,cell_29378,1037575,41728,55264,CN07,0.77785921
1037575_cell_29379,cell_29379,1037575,41728,55488,CN04,0.875672996
1037575_cell_29380,cell_29380,1037575,41728,55712,CN07,0.85637653
1037575_cell_29381,cell_29381,1037575,41728,55936,CN04,0.94416619
1037575_cell_29382,cell_29382,1037575,41728,56160,CN07,0.85766433
1037575_cell_29383,cell_29383,1037575,41728,56384,CN08,0.73778424
1037575_cell_29384,cell_29384,1037575,41728,56608,CN07,0.91244621
1037575_cell_29385,cell_29385,1037575,41728,56832,CN07,0.960277583
1037575_cell_29386,cell_29386,1037575,41728,57056,CN08,0.6478698
1037575_cell_29387,cell_29387,1037575,41728,57280,CN09,0.64814967
1037575_cell_29388,cell_29388,1037575,41728,57504,CN03,0.77667122
1037575_cell_29389,cell_29389,1037575,41728,57728,CN08,0.74292508
1037575_cell_29390,cell_29390,1037575,41728,57952,CN03,0.84723547
1037575_cell_29391,cell_29391,1037575,41728,58176,CN08,0.4977038
1037575_cell_29392,cell_29392,1037575,41728,58400,CN03,0.5059622
1037575_cell_29393,cell_29393,1037575,41728,58624,CN03,0.29741687
1037575_cell_29394,cell_29394,1037575,41728,58848,CN03,0.399884
1037575_cell_29395,cell_29395,1037575,41728,59072,CN07,0.2103503
1037575_cell_29402,cell_29402,1037575,41728,60640,CN07,0.55276757
1037575_cell_29403,cell_29403,1037575,41728,60864,CN07,0.4479979
1037575_cell_29404,cell_29404,1037575,41728,61088,CN07,0.4056238
1037575_cell_29405,cell_29405,1037575,41728,61312,CN07,0.33007616
1037575_cell_29407,cell_29407,1037575,41728,61760,CN04,0.2340712
1037575_cell_29409,cell_29409,1037575,41728,62208,CN10,0.2008591
1037575_cell_29469,cell_29469,1037575,41952,44064,CN04,0.377166
1037575_cell_29470,cell_29470,1037575,41952,44288,CN01,0.912307136
1037575_cell_29473,cell_29473,1037575,41952,44960,CN01,0.91825103
1037575_cell_29475,cell_29475,1037575,41952,45408,CN04,0.2136309
1037575_cell_29484,cell_29484,1037575,41952,47424,CN07,0.85079487
1037575_cell_29485,cell_29485,1037575,41952,47648,CN08,0.3039077
1037575_cell_29486,cell_29486,1037575,41952,47872,CN07,0.63751745
1037575_cell_29487,cell_29487,1037575,41952,48096,CN08,0.78852229
1037575_cell_29488,cell_29488,1037575,41952,48320,CN08,0.69074482
1037575_cell_29489,cell_29489,1037575,41952,48544,CN09,0.78304748
1037575_cell_29490,cell_29490,1037575,41952,48768,CN07,0.875047944
1037575_cell_29491,cell_29491,1037575,41952,48992,CN01,0.97941254
1037575_cell_29492,cell_29492,1037575,41952,49216,CN01,0.8928098
1037575_cell_29493,cell_29493,1037575,41952,49440,CN07,0.899298854
1037575_cell_29494,cell_29494,1037575,41952,49664,CN07,0.648482
1037575_cell_29495,cell_29495,1037575,41952,49888,CN07,0.75560594
1037575_cell_29496,cell_29496,1037575,41952,50112,CN08,0.4917636
1037575_cell_29497,cell_29497,1037575,41952,50336,CN04,0.696151
1037575_cell_29498,cell_29498,1037575,41952,50560,CN10,0.2085671
1037575_cell_29499,cell_29499,1037575,41952,50784,CN09,0.31862026
1037575_cell_29500,cell_29500,1037575,41952,51008,CN08,0.59776437
1037575_cell_29501,cell_29501,1037575,41952,51232,CN08,0.6981806
1037575_cell_29502,cell_29502,1037575,41952,51456,CN04,0.39977694
1037575_cell_29503,cell_29503,1037575,41952,51680,CN08,0.42815554
1037575_cell_29504,cell_29504,1037575,41952,51904,CN08,0.33765286
1037575_cell_29505,cell_29505,1037575,41952,52128,CN08,0.8724135
1037575_cell_29506,cell_29506,1037575,41952,52352,CN08,0.4345995
1037575_cell_29507,cell_29507,1037575,41952,52576,CN08,0.61130795
1037575_cell_29508,cell_29508,1037575,41952,52800,CN08,0.66126496
1037575_cell_29509,cell_29509,1037575,41952,53024,CN08,0.64075243
1037575_cell_29510,cell_29510,1037575,41952,53248,CN08,0.924284056
1037575_cell_29511,cell_29511,1037575,41952,53472,CN08,0.73295352
1037575_cell_29512,cell_29512,1037575,41952,53696,CN04,0.6609136
1037575_cell_29513,cell_29513,1037575,41952,53920,CN08,0.4191498
1037575_cell_29514,cell_29514,1037575,41952,54144,CN08,0.73558024
1037575_cell_29515,cell_29515,1037575,41952,54368,CN04,0.61443952
1037575_cell_29518,cell_29518,1037575,41952,55040,CN04,0.70542216
1037575_cell_29520,cell_29520,1037575,41952,55488,CN07,0.90517765
1037575_cell_29521,cell_29521,1037575,41952,55712,CN08,0.77549031
1037575_cell_29522,cell_29522,1037575,41952,55936,CN07,0.74171165
1037575_cell_29523,cell_29523,1037575,41952,56160,CN07,0.969225384
1037575_cell_29524,cell_29524,1037575,41952,56384,CN08,0.83421603
1037575_cell_29525,cell_29525,1037575,41952,56608,CN07,0.8578649
1037575_cell_29526,cell_29526,1037575,41952,56832,CN07,0.93733164
1037575_cell_29527,cell_29527,1037575,41952,57056,CN04,0.61370242
1037575_cell_29528,cell_29528,1037575,41952,57280,CN08,0.88145189
1037575_cell_29529,cell_29529,1037575,41952,57504,CN08,0.35397136
1037575_cell_29530,cell_29530,1037575,41952,57728,CN03,0.6538819
1037575_cell_29531,cell_29531,1037575,41952,57952,CN03,0.926305026
1037575_cell_29532,cell_29532,1037575,41952,58176,CN03,0.60246873
1037575_cell_29533,cell_29533,1037575,41952,58400,CN03,0.53958827
1037575_cell_29534,cell_29534,1037575,41952,58624,CN03,0.5267404
1037575_cell_29535,cell_29535,1037575,41952,58848,CN03,0.51370874
1037575_cell_29539,cell_29539,1037575,41952,59744,CN07,0.56366473
1037575_cell_29543,cell_29543,1037575,41952,60640,CN07,0.3253258
1037575_cell_29548,cell_29548,1037575,41952,61760,CN01,0.37442166
1037575_cell_29552,cell_29552,1037575,41952,62656,CN02,0.2652391
1037575_cell_29596,cell_29596,1037575,42176,11136,CN06,0.38813806
1037575_cell_29611,cell_29611,1037575,42176,44064,CN05,0.56168643
1037575_cell_29612,cell_29612,1037575,42176,44288,CN01,0.94656627
1037575_cell_29615,cell_29615,1037575,42176,44960,CN01,0.9175224
1037575_cell_29621,cell_29621,1037575,42176,46304,CN04,0.5280661
1037575_cell_29625,cell_29625,1037575,42176,47200,CN04,0.2850099
1037575_cell_29627,cell_29627,1037575,42176,47648,CN04,0.67158434
1037575_cell_29628,cell_29628,1037575,42176,47872,CN02,0.78106315
1037575_cell_29629,cell_29629,1037575,42176,48096,CN02,0.72717765
1037575_cell_29630,cell_29630,1037575,42176,48320,CN04,0.77844425
1037575_cell_29631,cell_29631,1037575,42176,48544,CN05,0.3773213
1037575_cell_29632,cell_29632,1037575,42176,48768,CN02,0.85641988
1037575_cell_29633,cell_29633,1037575,42176,48992,CN07,0.97393377
1037575_cell_29634,cell_29634,1037575,42176,49216,CN07,0.940738916
1037575_cell_29635,cell_29635,1037575,42176,49440,CN01,0.960820984
1037575_cell_29636,cell_29636,1037575,42176,49664,CN07,0.78745899
1037575_cell_29638,cell_29638,1037575,42176,50112,CN08,0.82821704
1037575_cell_29639,cell_29639,1037575,42176,50336,CN08,0.68313006
1037575_cell_29640,cell_29640,1037575,42176,50560,CN08,0.5911161
1037575_cell_29641,cell_29641,1037575,42176,50784,CN07,0.972256633
1037575_cell_29642,cell_29642,1037575,42176,51008,CN07,0.4639881
1037575_cell_29643,cell_29643,1037575,42176,51232,CN08,0.64318332
1037575_cell_29644,cell_29644,1037575,42176,51456,CN08,0.73616302
1037575_cell_29645,cell_29645,1037575,42176,51680,CN08,0.2710944
1037575_cell_29646,cell_29646,1037575,42176,51904,CN08,0.63759747
1037575_cell_29647,cell_29647,1037575,42176,52128,CN08,0.74652794
1037575_cell_29648,cell_29648,1037575,42176,52352,CN08,0.7178625
1037575_cell_29649,cell_29649,1037575,42176,52576,CN08,0.80943537
1037575_cell_29650,cell_29650,1037575,42176,52800,CN08,0.63130608
1037575_cell_29651,cell_29651,1037575,42176,53024,CN08,0.87136814
1037575_cell_29652,cell_29652,1037575,42176,53248,CN03,0.3947668
1037575_cell_29653,cell_29653,1037575,42176,53472,CN07,0.71311852
1037575_cell_29655,cell_29655,1037575,42176,53920,CN08,0.7367812
1037575_cell_29656,cell_29656,1037575,42176,54144,CN04,0.6282681
1037575_cell_29657,cell_29657,1037575,42176,54368,CN07,0.89976633
1037575_cell_29659,cell_29659,1037575,42176,54816,CN04,0.5439832
1037575_cell_29661,cell_29661,1037575,42176,55264,CN08,0.81413168
1037575_cell_29662,cell_29662,1037575,42176,55488,CN04,0.66101325
1037575_cell_29663,cell_29663,1037575,42176,55712,CN04,0.69172946
1037575_cell_29664,cell_29664,1037575,42176,55936,CN08,0.63576987
1037575_cell_29665,cell_29665,1037575,42176,56160,CN08,0.90405715
1037575_cell_29666,cell_29666,1037575,42176,56384,CN03,0.65421999
1037575_cell_29667,cell_29667,1037575,42176,56608,CN08,0.914585434
1037575_cell_29668,cell_29668,1037575,42176,56832,CN07,0.90547333
1037575_cell_29669,cell_29669,1037575,42176,57056,CN07,0.75634366
1037575_cell_29670,cell_29670,1037575,42176,57280,CN08,0.72997788
1037575_cell_29671,cell_29671,1037575,42176,57504,CN03,0.63413805
1037575_cell_29672,cell_29672,1037575,42176,57728,CN07,0.86184813
1037575_cell_29673,cell_29673,1037575,42176,57952,CN07,0.82150996
1037575_cell_29674,cell_29674,1037575,42176,58176,CN07,0.47587734
1037575_cell_29675,cell_29675,1037575,42176,58400,CN03,0.59219724
1037575_cell_29676,cell_29676,1037575,42176,58624,CN03,0.4279832
1037575_cell_29677,cell_29677,1037575,42176,58848,CN03,0.51731366
1037575_cell_29680,cell_29680,1037575,42176,59520,CN07,0.2194691
1037575_cell_29685,cell_29685,1037575,42176,60640,CN07,0.3353804
1037575_cell_29686,cell_29686,1037575,42176,60864,CN07,0.50868082
1037575_cell_29688,cell_29688,1037575,42176,61312,CN04,0.2351477
1037575_cell_29692,cell_29692,1037575,42176,62208,CN07,0.2333563
1037575_cell_29754,cell_29754,1037575,42400,44064,CN07,0.89021202
1037575_cell_29757,cell_29757,1037575,42400,44736,CN04,0.88527863
1037575_cell_29758,cell_29758,1037575,42400,44960,CN01,0.4978812
1037575_cell_29759,cell_29759,1037575,42400,45184,CN05,0.20387065
1037575_cell_29760,cell_29760,1037575,42400,45408,CN04,0.3301071
1037575_cell_29762,cell_29762,1037575,42400,45856,CN07,0.2659594
1037575_cell_29764,cell_29764,1037575,42400,46304,CN04,0.22178054
1037575_cell_29769,cell_29769,1037575,42400,47424,CN07,0.75470223
1037575_cell_29770,cell_29770,1037575,42400,47648,CN07,0.87450701
1037575_cell_29771,cell_29771,1037575,42400,47872,CN07,0.953162245
1037575_cell_29772,cell_29772,1037575,42400,48096,CN07,0.66768947
1037575_cell_29773,cell_29773,1037575,42400,48320,CN06,0.947416816
1037575_cell_29774,cell_29774,1037575,42400,48544,CN07,0.61807045
1037575_cell_29775,cell_29775,1037575,42400,48768,CN04,0.66850415
1037575_cell_29776,cell_29776,1037575,42400,48992,CN07,0.76609716
1037575_cell_29777,cell_29777,1037575,42400,49216,CN03,0.64183256
1037575_cell_29778,cell_29778,1037575,42400,49440,CN08,0.89610426
1037575_cell_29779,cell_29779,1037575,42400,49664,CN01,0.92494495
1037575_cell_29780,cell_29780,1037575,42400,49888,CN07,0.8761493
1037575_cell_29781,cell_29781,1037575,42400,50112,CN04,0.64971387
1037575_cell_29782,cell_29782,1037575,42400,50336,CN10,0.64149135
1037575_cell_29784,cell_29784,1037575,42400,50784,CN07,0.78025176
1037575_cell_29785,cell_29785,1037575,42400,51008,CN04,0.820095
1037575_cell_29786,cell_29786,1037575,42400,51232,CN08,0.78246017
1037575_cell_29787,cell_29787,1037575,42400,51456,CN08,0.62321568
1037575_cell_29789,cell_29789,1037575,42400,51904,CN08,0.63315308
1037575_cell_29791,cell_29791,1037575,42400,52352,CN08,0.4441308
1037575_cell_29792,cell_29792,1037575,42400,52576,CN08,0.69118345
1037575_cell_29793,cell_29793,1037575,42400,52800,CN08,0.87036122
1037575_cell_29794,cell_29794,1037575,42400,53024,CN07,0.89016416
1037575_cell_29795,cell_29795,1037575,42400,53248,CN04,0.5071783
1037575_cell_29796,cell_29796,1037575,42400,53472,CN08,0.84646021
1037575_cell_29797,cell_29797,1037575,42400,53696,CN08,0.903479375
1037575_cell_29798,cell_29798,1037575,42400,53920,CN07,0.956600305
1037575_cell_29799,cell_29799,1037575,42400,54144,CN04,0.83057304
1037575_cell_29803,cell_29803,1037575,42400,55040,CN04,0.23597074
1037575_cell_29804,cell_29804,1037575,42400,55264,CN04,0.695638
1037575_cell_29805,cell_29805,1037575,42400,55488,CN04,0.3986751
1037575_cell_29806,cell_29806,1037575,42400,55712,CN04,0.50886208
1037575_cell_29807,cell_29807,1037575,42400,55936,CN08,0.5994277
1037575_cell_29808,cell_29808,1037575,42400,56160,CN08,0.8305102
1037575_cell_29809,cell_29809,1037575,42400,56384,CN08,0.80064541
1037575_cell_29810,cell_29810,1037575,42400,56608,CN08,0.67366576
1037575_cell_29811,cell_29811,1037575,42400,56832,CN08,0.68211114
1037575_cell_29812,cell_29812,1037575,42400,57056,CN07,0.94374209
1037575_cell_29813,cell_29813,1037575,42400,57280,CN08,0.75275426
1037575_cell_29814,cell_29814,1037575,42400,57504,CN04,0.7607164
1037575_cell_29815,cell_29815,1037575,42400,57728,CN04,0.47258866
1037575_cell_29816,cell_29816,1037575,42400,57952,CN08,0.50268805
1037575_cell_29817,cell_29817,1037575,42400,58176,CN07,0.7725981
1037575_cell_29818,cell_29818,1037575,42400,58400,CN08,0.331828
1037575_cell_29819,cell_29819,1037575,42400,58624,CN06,0.3334434
1037575_cell_29821,cell_29821,1037575,42400,59072,CN01,0.33267796
1037575_cell_29822,cell_29822,1037575,42400,59296,CN04,0.2171467
1037575_cell_29828,cell_29828,1037575,42400,60640,CN07,0.68800908
1037575_cell_29829,cell_29829,1037575,42400,60864,CN08,0.2202519
1037575_cell_29834,cell_29834,1037575,42400,61984,CN07,0.50225234
1037575_cell_29878,cell_29878,1037575,42624,11808,CN06,0.2607224
1037575_cell_29896,cell_29896,1037575,42624,44288,CN07,0.88967514
1037575_cell_29899,cell_29899,1037575,42624,44960,CN01,0.91120244
1037575_cell_29900,cell_29900,1037575,42624,45184,CN04,0.4719076
1037575_cell_29911,cell_29911,1037575,42624,47648,CN04,0.4869357
1037575_cell_29915,cell_29915,1037575,42624,48544,CN04,0.70090184
1037575_cell_29921,cell_29921,1037575,42624,49888,CN07,0.95775668
1037575_cell_29923,cell_29923,1037575,42624,50336,CN07,0.88007892
1037575_cell_29924,cell_29924,1037575,42624,50560,CN04,0.29028875
1037575_cell_29925,cell_29925,1037575,42624,50784,CN04,0.30884916
1037575_cell_29926,cell_29926,1037575,42624,51008,CN04,0.66788054
1037575_cell_29927,cell_29927,1037575,42624,51232,CN07,0.76063779
1037575_cell_29928,cell_29928,1037575,42624,51456,CN07,0.94714346
1037575_cell_29929,cell_29929,1037575,42624,51680,CN08,0.7396935
1037575_cell_29930,cell_29930,1037575,42624,51904,CN08,0.70251924
1037575_cell_29933,cell_29933,1037575,42624,52576,CN08,0.62998575
1037575_cell_29935,cell_29935,1037575,42624,53024,CN08,0.3904064
1037575_cell_29937,cell_29937,1037575,42624,53472,CN03,0.61530635
1037575_cell_29938,cell_29938,1037575,42624,53696,CN08,0.88339294
1037575_cell_29939,cell_29939,1037575,42624,53920,CN08,0.50210574
1037575_cell_29940,cell_29940,1037575,42624,54144,CN04,0.77689047
1037575_cell_29941,cell_29941,1037575,42624,54368,CN04,0.50427586
1037575_cell_29946,cell_29946,1037575,42624,55488,CN04,0.65692317
1037575_cell_29948,cell_29948,1037575,42624,55936,CN04,0.7101165
1037575_cell_29949,cell_29949,1037575,42624,56160,CN08,0.86601155
1037575_cell_29950,cell_29950,1037575,42624,56384,CN03,0.62157902
1037575_cell_29951,cell_29951,1037575,42624,56608,CN08,0.7316626
1037575_cell_29952,cell_29952,1037575,42624,56832,CN08,0.87342243
1037575_cell_29953,cell_29953,1037575,42624,57056,CN07,0.77955522
1037575_cell_29954,cell_29954,1037575,42624,57280,CN04,0.68372127
1037575_cell_29955,cell_29955,1037575,42624,57504,CN08,0.73926905
1037575_cell_29956,cell_29956,1037575,42624,57728,CN07,0.81400396
1037575_cell_29957,cell_29957,1037575,42624,57952,CN04,0.75077225
1037575_cell_29958,cell_29958,1037575,42624,58176,CN08,0.4727403
1037575_cell_29959,cell_29959,1037575,42624,58400,CN03,0.3964276
1037575_cell_29960,cell_29960,1037575,42624,58624,CN03,0.2477272
1037575_cell_29961,cell_29961,1037575,42624,58848,CN07,0.47891843
1037575_cell_29962,cell_29962,1037575,42624,59072,CN07,0.51709393
1037575_cell_29966,cell_29966,1037575,42624,59968,CN07,0.3944012
1037575_cell_29969,cell_29969,1037575,42624,60640,CN07,0.86833055
1037575_cell_29970,cell_29970,1037575,42624,60864,CN07,0.72979614
1037575_cell_29971,cell_29971,1037575,42624,61088,CN01,0.2872674
1037575_cell_30037,cell_30037,1037575,42848,44064,CN05,0.3822529
1037575_cell_30041,cell_30041,1037575,42848,44960,CN10,0.93201274
1037575_cell_30042,cell_30042,1037575,42848,45184,CN07,0.78312123
1037575_cell_30050,cell_30050,1037575,42848,46976,CN03,0.2129139
1037575_cell_30052,cell_30052,1037575,42848,47424,CN08,0.3677977
1037575_cell_30053,cell_30053,1037575,42848,47648,CN03,0.28424114
1037575_cell_30054,cell_30054,1037575,42848,47872,CN08,0.87531995
1037575_cell_30056,cell_30056,1037575,42848,48320,CN08,0.428487
1037575_cell_30057,cell_30057,1037575,42848,48544,CN07,0.915364385
1037575_cell_30058,cell_30058,1037575,42848,48768,CN07,0.2844021
1037575_cell_30059,cell_30059,1037575,42848,48992,CN07,0.60278726
1037575_cell_30061,cell_30061,1037575,42848,49440,CN08,0.69655517
1037575_cell_30062,cell_30062,1037575,42848,49664,CN04,0.6650275
1037575_cell_30064,cell_30064,1037575,42848,50112,CN07,0.87173301
1037575_cell_30066,cell_30066,1037575,42848,50560,CN08,0.3086121
1037575_cell_30067,cell_30067,1037575,42848,50784,CN08,0.3350035
1037575_cell_30068,cell_30068,1037575,42848,51008,CN08,0.91176489
1037575_cell_30069,cell_30069,1037575,42848,51232,CN04,0.80339609
1037575_cell_30070,cell_30070,1037575,42848,51456,CN08,0.58641422
1037575_cell_30071,cell_30071,1037575,42848,51680,CN04,0.82901013
1037575_cell_30072,cell_30072,1037575,42848,51904,CN07,0.62386134
1037575_cell_30073,cell_30073,1037575,42848,52128,CN04,0.71712428
1037575_cell_30074,cell_30074,1037575,42848,52352,CN02,0.4372953
1037575_cell_30075,cell_30075,1037575,42848,52576,CN07,0.3144967
1037575_cell_30077,cell_30077,1037575,42848,53024,CN08,0.57436433
1037575_cell_30079,cell_30079,1037575,42848,53472,CN04,0.79035091
1037575_cell_30080,cell_30080,1037575,42848,53696,CN08,0.67180267
1037575_cell_30081,cell_30081,1037575,42848,53920,CN04,0.53572047
1037575_cell_30082,cell_30082,1037575,42848,54144,CN10,0.68673337
1037575_cell_30083,cell_30083,1037575,42848,54368,CN08,0.79778585
1037575_cell_30084,cell_30084,1037575,42848,54592,CN04,0.94223815
1037575_cell_30085,cell_30085,1037575,42848,54816,CN04,0.75427271
1037575_cell_30086,cell_30086,1037575,42848,55040,CN04,0.8646674
1037575_cell_30087,cell_30087,1037575,42848,55264,CN04,0.51571503
1037575_cell_30088,cell_30088,1037575,42848,55488,CN04,0.27784985
1037575_cell_30090,cell_30090,1037575,42848,55936,CN03,0.72862145
1037575_cell_30091,cell_30091,1037575,42848,56160,CN08,0.59736067
1037575_cell_30092,cell_30092,1037575,42848,56384,CN08,0.82706057
1037575_cell_30093,cell_30093,1037575,42848,56608,CN03,0.85538056
1037575_cell_30094,cell_30094,1037575,42848,56832,CN08,0.58794916
1037575_cell_30095,cell_30095,1037575,42848,57056,CN07,0.67755997
1037575_cell_30096,cell_30096,1037575,42848,57280,CN04,0.60881484
1037575_cell_30097,cell_30097,1037575,42848,57504,CN08,0.3814969
1037575_cell_30098,cell_30098,1037575,42848,57728,CN08,0.52096653
1037575_cell_30099,cell_30099,1037575,42848,57952,CN03,0.65303406
1037575_cell_30100,cell_30100,1037575,42848,58176,CN03,0.66814288
1037575_cell_30101,cell_30101,1037575,42848,58400,CN03,0.61776727
1037575_cell_30102,cell_30102,1037575,42848,58624,CN03,0.56576142
1037575_cell_30103,cell_30103,1037575,42848,58848,CN03,0.838372
1037575_cell_30104,cell_30104,1037575,42848,59072,CN03,0.73847106
1037575_cell_30105,cell_30105,1037575,42848,59296,CN07,0.2480379
1037575_cell_30106,cell_30106,1037575,42848,59520,CN07,0.30629635
1037575_cell_30107,cell_30107,1037575,42848,59744,CN07,0.60175255
1037575_cell_30108,cell_30108,1037575,42848,59968,CN07,0.58230776
1037575_cell_30111,cell_30111,1037575,42848,60640,CN07,0.62238213
1037575_cell_30112,cell_30112,1037575,42848,60864,CN07,0.47520274
1037575_cell_30113,cell_30113,1037575,42848,61088,CN04,0.6097614
1037575_cell_30114,cell_30114,1037575,42848,61312,CN04,0.2073688
1037575_cell_30115,cell_30115,1037575,42848,61536,CN07,0.2260777
1037575_cell_30116,cell_30116,1037575,42848,61760,CN07,0.2609064
1037575_cell_30179,cell_30179,1037575,43072,44064,CN07,0.88558826
1037575_cell_30184,cell_30184,1037575,43072,45184,CN07,0.92830333
1037575_cell_30195,cell_30195,1037575,43072,47648,CN04,0.620311
1037575_cell_30196,cell_30196,1037575,43072,47872,CN04,0.86686839
1037575_cell_30200,cell_30200,1037575,43072,48768,CN04,0.4956702
1037575_cell_30201,cell_30201,1037575,43072,48992,CN05,0.27061146
1037575_cell_30203,cell_30203,1037575,43072,49440,CN09,0.58750868
1037575_cell_30204,cell_30204,1037575,43072,49664,CN06,0.60716006
1037575_cell_30206,cell_30206,1037575,43072,50112,CN04,0.56520706
1037575_cell_30208,cell_30208,1037575,43072,50560,CN02,0.69061705
1037575_cell_30210,cell_30210,1037575,43072,51008,CN07,0.77297716
1037575_cell_30211,cell_30211,1037575,43072,51232,CN08,0.6107206
1037575_cell_30212,cell_30212,1037575,43072,51456,CN08,0.86059403
1037575_cell_30213,cell_30213,1037575,43072,51680,CN08,0.79940645
1037575_cell_30214,cell_30214,1037575,43072,51904,CN07,0.6696675
1037575_cell_30215,cell_30215,1037575,43072,52128,CN08,0.4159743
1037575_cell_30217,cell_30217,1037575,43072,52576,CN08,0.79437652
1037575_cell_30218,cell_30218,1037575,43072,52800,CN04,0.76533546
1037575_cell_30219,cell_30219,1037575,43072,53024,CN07,0.86280303
1037575_cell_30220,cell_30220,1037575,43072,53248,CN08,0.8338866
1037575_cell_30221,cell_30221,1037575,43072,53472,CN07,0.81234138
1037575_cell_30223,cell_30223,1037575,43072,53920,CN04,0.45171875
1037575_cell_30225,cell_30225,1037575,43072,54368,CN07,0.75314197
1037575_cell_30226,cell_30226,1037575,43072,54592,CN07,0.81168735
1037575_cell_30227,cell_30227,1037575,43072,54816,CN08,0.77135216
1037575_cell_30228,cell_30228,1037575,43072,55040,CN04,0.72534963
1037575_cell_30229,cell_30229,1037575,43072,55264,CN04,0.60446116
1037575_cell_30230,cell_30230,1037575,43072,55488,CN04,0.22812015
1037575_cell_30231,cell_30231,1037575,43072,55712,CN04,0.3048773
1037575_cell_30232,cell_30232,1037575,43072,55936,CN08,0.53387544
1037575_cell_30233,cell_30233,1037575,43072,56160,CN08,0.6417298
1037575_cell_30234,cell_30234,1037575,43072,56384,CN07,0.952998925
1037575_cell_30235,cell_30235,1037575,43072,56608,CN03,0.83114998
1037575_cell_30236,cell_30236,1037575,43072,56832,CN08,0.3726026
1037575_cell_30237,cell_30237,1037575,43072,57056,CN07,0.6343098
1037575_cell_30238,cell_30238,1037575,43072,57280,CN07,0.5075582
1037575_cell_30239,cell_30239,1037575,43072,57504,CN08,0.69227332
1037575_cell_30240,cell_30240,1037575,43072,57728,CN08,0.72987714
1037575_cell_30241,cell_30241,1037575,43072,57952,CN08,0.74478337
1037575_cell_30242,cell_30242,1037575,43072,58176,CN03,0.39376175
1037575_cell_30243,cell_30243,1037575,43072,58400,CN03,0.923905365
1037575_cell_30244,cell_30244,1037575,43072,58624,CN07,0.55197063
1037575_cell_30245,cell_30245,1037575,43072,58848,CN03,0.882161975
1037575_cell_30246,cell_30246,1037575,43072,59072,CN07,0.4703949
1037575_cell_30247,cell_30247,1037575,43072,59296,CN04,0.5326651
1037575_cell_30248,cell_30248,1037575,43072,59520,CN04,0.3843884
1037575_cell_30249,cell_30249,1037575,43072,59744,CN08,0.68216208
1037575_cell_30250,cell_30250,1037575,43072,59968,CN08,0.33665365
1037575_cell_30251,cell_30251,1037575,43072,60192,CN05,0.592897
1037575_cell_30252,cell_30252,1037575,43072,60416,CN04,0.26009744
1037575_cell_30254,cell_30254,1037575,43072,60864,CN07,0.53201222
1037575_cell_30255,cell_30255,1037575,43072,61088,CN07,0.69188395
1037575_cell_30256,cell_30256,1037575,43072,61312,CN03,0.23966604
1037575_cell_30257,cell_30257,1037575,43072,61536,CN07,0.4536047
1037575_cell_30258,cell_30258,1037575,43072,61760,CN04,0.3322159
1037575_cell_30263,cell_30263,1037575,43072,62880,CN04,0.41224396
1037575_cell_30321,cell_30321,1037575,43296,43840,CN07,0.70543078
1037575_cell_30327,cell_30327,1037575,43296,45184,CN05,0.942929614
1037575_cell_30330,cell_30330,1037575,43296,45856,CN04,0.44206995
1037575_cell_30337,cell_30337,1037575,43296,47424,CN09,0.6573191
1037575_cell_30338,cell_30338,1037575,43296,47648,CN03,0.65042475
1037575_cell_30339,cell_30339,1037575,43296,47872,CN03,0.71635324
1037575_cell_30340,cell_30340,1037575,43296,48096,CN01,0.93536138
1037575_cell_30341,cell_30341,1037575,43296,48320,CN06,0.94201732
1037575_cell_30342,cell_30342,1037575,43296,48544,CN07,0.75810035
1037575_cell_30343,cell_30343,1037575,43296,48768,CN07,0.81087191
1037575_cell_30344,cell_30344,1037575,43296,48992,CN10,0.40419626
1037575_cell_30346,cell_30346,1037575,43296,49440,CN03,0.6445509
